"","text_code","name","text"
"32","letheia_nisei","Letheia Nisei","The first time the Runner approaches this server during each run, play a Psi Game. <em>(Players secretly bid 0–2[credit]. Then each player reveals and spends their bid.)</em> If the bids differ, you may trash this upgrade. If you do, the Runner moves to the outermost position of this server. They may jack out."
"33","loot_box","Loot Box","[subroutine] End the run unless the Runner pays 2[credit].
[subroutine] Reveal the top 3 cards of the stack. Add 1 of those cards to the grip and gain X[credit], where X is equal to that cardʼs play or install cost. The Runner shuffles the stack. Trash this ice."
"34","lucky_charm","Lucky Charm","[interrupt] → <strong>Remove this hardware from the game:</strong> Prevent a Corp card ability from ending the run. Use this ability only if you made a successful run on HQ this turn."
"35","masterwork_v37","Masterwork (v37)","+1[mu]
The first time each turn you install a piece of hardware, draw 1 card.
Whenever a run begins, you may install 1 piece of hardware from your grip, paying 1[credit] more.
Limit 1 <strong>console</strong> per player."
"36","mirrormorph_endless_iteration","MirrorMorph: Endless Iteration","If the first, second, and third actions you take on your turn are each different from one another, when the third action completes, you may gain 1[credit] or take another different action, paying [click] less."
"37","nanoetching_matrix","Nanoetching Matrix","Once per turn → [click]<strong>:</strong> Gain 2[credit].
When the Runner trashes this asset, you may gain 2[credit]."
"38","pelangi","Pelangi","When you install this program, place 2 virus counters on it.
Once per turn → <strong>Hosted virus counter:</strong> Choose an ice subtype. The ice you are encountering gains that subtype for the remainder of this encounter."
"39","project_yagi_uda","Project Yagi-Uda","When you score this agenda, place 1 agenda counter on it for each hosted advancement counter past 3.
<strong>Hosted agenda counter:</strong> Swap 1 card from HQ with 1 card in the root of or protecting the attacked server. The Runner may jack out. Use this ability only during a run."
"40","public_health_portal","Public Health Portal","When your turn begins, reveal the top card of R&D and gain 2[credit]."
"41","red_level_clearance","Red Level Clearance","Resolve 2 of the following in any order:<ul><li>Draw 2 cards.</li><li>Gain 2[credit].</li><li>Install 1 non-agenda card from HQ.</li><li>Gain [click].</li></ul>"
"42","reduced_service","Reduced Service","When you rez this upgrade, you may pay up to 4[credit] to place that many power counters on it.
As an additional cost to run this server, the Runner must pay 2[credit] for each hosted power counter.
Whenever the Runner makes a successful run on a central server, remove 1 hosted power counter."
"43","rejig","Rejig","As an additional cost to play this event, add 1 installed program or piece of hardware to your grip.
Install 1 program or piece of hardware from your grip, paying X[credit] less. X is equal to the printed install cost of the card you added to your grip."
"44","remastered_edition","Remastered Edition","When you score this agenda, place 1 agenda counter on it.
<strong>Hosted agenda counter:</strong> Place 1 advancement counter on an installed card."
"45","rezeki","Rezeki","When your turn begins, gain 1[credit]."
"46","rime","Rime","During runs against this server, you can rez this ice any time you could rez non-ice cards.
Each piece of ice protecting this server gets +1 strength.
[subroutine] The Runner loses 1[credit]."
"47","roughneck_repair_squad","Roughneck Repair Squad","[click][click][click]<strong>:</strong> Gain 6[credit]. You may remove 1 bad publicity."
"48","saisentan","Saisentan","When the Runner encounters this ice, choose a card type. For the remainder of the encounter, whenever you trash a card of the chosen type with net damage from a subroutine on this ice, do 1 net damage.
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage.
[subroutine] Do 1 net damage."
"49","sandstone","Sandstone","When the Runner encounters this ice, place 1 virus counter on it.
This ice gets −1 strength for each hosted virus counter.
[subroutine] End the run."
"50","sds_drone_deployment","SDS Drone Deployment","As an additional cost to steal this agenda, the Runner must trash 1 installed program.
When you score this agenda, trash 1 installed program."
"51","secure_and_protect","Secure and Protect","As an additional cost to play this operation, spend [click].
Search R&D for 1 piece of ice and reveal it. <em>(Shuffle R&D after searching it.)</em> Install that ice protecting a central server, paying 3[credit] less."
"52","spec_work","Spec Work","As an additional cost to play this event, trash 1 installed program.
Gain 4[credit] and draw 2 cards."
"53","stargate","Stargate","Once per turn → [click]<strong>:</strong> Run R&D. If successful, instead of breaching R&D, reveal the top 3 cards of R&D. Trash 1 of the revealed cards."
"54","sting","Sting!","When a player scores or steals this agenda, do X net damage. X is equal to 1 plus the number of copies of Sting! in the other playerʼs score area."
"55","storgotic_resonator","Storgotic Resonator","The first time each turn you trash a card that matches the faction of the Runnerʼs identity <em>(from any location)</em>, place 1 power counter on this asset.
[click], <strong>hosted power counter:</strong> Do 1 net damage. "
"56","supercorridor","Supercorridor","+2[mu]
You get +1 maximum hand size.
When your turn ends, if you and the Corp have the same number of credits, you may gain 2[credit].
Limit 1 <strong>console</strong> per player."
"57","the_artist","The Artist","Once per turn → [click]<strong>:</strong> Gain 2[credit].
Once per turn → [click]<strong>:</strong> Install 1 program or piece of hardware from your grip, paying 1[credit] less."
"58","the_class_act","The Class Act","When a discard phase ends, if you installed this resource this turn, draw 4 cards.
[interrupt] → The first time each turn you would draw any number of cards, look at the top X cards of your stack. Add 1 of those cards to the bottom of your stack. X is equal to the number of cards you would draw plus 1."
"59","the_nihilist","The Nihilist","The first time each turn you install a <strong>virus</strong> program, place 2 virus counters on this resource.
When your turn begins, you may remove any 2 virus counters from your installed cards. If you do, draw 2 cards unless the Corp trashes the top card of R&D."
"60","tiered_subscription","Tiered Subscription","The first time each turn a run begins, gain 1[credit]."
"61","trebuchet","Trebuchet","When you rez this ice, take 1 bad publicity.
[subroutine] Trash 1 installed Runner card.
[subroutine] Trace[6]. If successful, the Runner cannot steal or trash Corp cards for the remainder of this run."
"62","trickster_taka","Trickster Taka","When your turn begins and whenever you steal an agenda, place 1[credit] on this resource.
You can spend hosted credits to use programs during runs.
When your turn ends, if there are 3 or more hosted credits, you must take 1 tag or trash this resource."
"63","utae","Utae","Interface → <strong>X[credit]:</strong> Break X <strong>code gate</strong> subroutines. Use this ability only once per run.
Interface → <strong>1[credit]:</strong> Break 1 <strong>code gate</strong> subroutine. Use this ability only if you have 3 or more installed <strong>virtual</strong> resources.
<strong>1[credit]:</strong> +1 strength."
"64","vulnerability_audit","Vulnerability Audit","You cannot score this agenda if it was installed this turn."
"65","whistleblower","Whistleblower","Whenever you make a successful run, you may trash this resource to choose a card name. The next time this run you access an agenda with the chosen name, steal it, ignoring all costs. <em>(You are no longer accessing it.)</em>"
